spotid	userid	type
19777	151914	Tourist Trap
116677	42051	Celebrity Sighting
116677	42051	Pizza
1313767	302	Pizza
1313767	2223059	Pizza
107363	194831	Tacos
107363	8031	Guilty Pleasure
207491	42051	Steak
3184264	42051	My Happy Place
7025603	15129	Guilty Pleasure
983036	42051	People Watching
923732	42051	Take My Breath Away
13389	42051	People Watching
13389	195633	Drinks
13389	33229	Drinks
729666	149904	Guilty Pleasure
212323	1723458	My Happy Place
356326	1009424	Live Music
88445	160691	Best Cup
7340333	247364	My Happy Place
848161	212012	Live Music
848161	1828062	Live Music
553146	29810	Breakfast
267957	42051	Drinks
1314621	42051	Steak
75909	42051	Beer
44092	382549	Live Music
44092	5209	Live Music
44092	26766	Date Night
19884	42051	Drinks
170478	42051	People Watching
170478	2149357	Tourist Trap
11826	2668248	Wine
11826	2668248	Picturesque
11826	2668248	Kid Friendly
11826	299503	Celebrity Sighting
233011	2582164	Watering Hole
54906	1072119	My Happy Place
54906	824173	My Happy Place
6819805	42051	Sandwiches
6819805	149904	Sandwiches
70552	42051	Beer
287970	19024	Live Music
1155927	169530	Pizza
147325	214229	OMG
7215205	149904	Guilty Pleasure
448367	42051	Picturesque
36049	14733	Scenic at Night
36049	2150778	Scenic at Night
172513	42051	People Watching
164455	42051	Take My Breath Away
164455	2144577	My Happy Place
51896	1503305	Watering Hole
469223	42051	Celebrity Sighting
7175367	73302	Best Kept Secret
209484	2310984	Date Night
18470	42051	Vegetarian
152115	305488	GTD
308781	16958	My Happy Place
44109	2710800	Guilty Pleasure
44109	219708	WTF
1599703	42051	My Happy Place
64343	326803	GTD
956748	4975	Wine
154786	204673	Best Kept Secret
413772	170157	Engaged
409057	16065	Historical Record
210691	675078	Burgers
210691	165172	Celebrity Sighting
210734	42051	Burgers
128968	42051	Double Rainbow
258967	42051	Drinks
143182	2161995	Tourist Trap
13666	42051	Beer
14285	42051	Date Night
636967	2149357	My Personal Hell
1382767	42051	Beer
7045390	42051	Beer
109576	42051	Steak
102806	2185112	Watering Hole
144574	27408	Best Kept Secret
54912	66595	Historical Record
54912	14368	Kid Friendly
1055324	2257389	Wedding Day
1055324	225909	Engaged
1055324	225909	Celebrity Sighting
127109	21873	Best Kept Secret
36989	1111	Best Cup
11795	1532925	Alma Mater
11795	204976	Alma Mater
174269	42051	My Happy Place
174269	15309	Double Rainbow
637059	42051	My Happy Place
214989	42051	Open Late
54602	3170	Best Kept Secret
846102	149904	Historical Record
219886	42051	Drinks
37286	360840	Kid Friendly
879691	1316263	Alma Mater
4688963	42051	Best Kept Secret
13657	2277792	Burgers
7187213	43398	OMG
1577474	42051	Date Night
513674	42051	Take My Breath Away
158204	42051	Vegetarian
158204	339534	Date Night
44402	42051	Guilty Pleasure
44402	1731949	My Happy Place
1698302	42051	Steak
1698302	42051	Take My Breath Away
116584	2056903	Celebrity Sighting
60496	2654062	GTD
1411088	69101	Guilty Pleasure
803912	42051	Open Late
93158	204534	Sandwiches
93158	320209	Best Cup
292657	42051	Scenic at Night
7266054	42051	My Happy Place
58881	42051	My Happy Place
300048	42051	Beer
92767	42051	Tacos
71798	42051	Drinks
286895	1502383	Guilty Pleasure
12993	25925	Best Kept Secret
143047	42051	Watering Hole
281514	42051	My Happy Place
272734	79947	Best Kept Secret
618442	173235	My Happy Place
44799	42051	Celebrity Sighting
275301	2252868	Kid Friendly
114090	42051	GTD
1506050	2203544	GTD
95319	2437222	WTF
95319	193963	My Happy Place
6600004	42051	People Watching
492380	42051	FTW
6583475	2161995	Guilty Pleasure
6683750	42051	Breakfast
23733	2190224	Celebrity Sighting
23733	2076529	Engaged
23731	528417	Engaged
1347193	236591	Guilty Pleasure
37421	2195501	Celebrity Sighting
139893	51396	Beer
305931	2431325	Drinks
12994	2150094	Celebrity Sighting
12994	16958	Double Rainbow
12994	2256591	Celebrity Sighting
12994	2150964	Engaged
12994	57609	Wedding Day
3727978	42051	Scenic at Night
1456954	2169211	OMG
1365201	42051	Take My Breath Away
23728	2015729	Guilty Pleasure
274356	1253468	Live Music
119779	2085434	My Happy Place
1542475	1503305	People Watching
13661	42051	Vegetarian
535093	105030	Celebrity Sighting
70210	222423	Free Wifi
658327	42051	Burgers
264418	2635991	Best Kept Secret
264418	42051	My Happy Place
264418	2117784	Guilty Pleasure
109594	42051	People Watching
956722	2275653	Live Music
243546	42051	Best Cup
389679	195633	Tacos
6925268	42051	My Happy Place
667551	42051	Beer
480808	42051	Breakfast
480808	2089779	Watering Hole
1291658	354788	Burgers
1291658	370937	Scenic at Night
7210697	123901	LOL
6390706	83566	Pizza
468898	2195501	Guilty Pleasure
30309	2244575	Breakfast
985848	1090729	Alma Mater
1157536	2244575	Pizza
92423	2244575	Watering Hole
7206700	2133370	Beer
659518	137945	Watering Hole
998067	42051	Vegetarian
16088	42051	Drinks
16088	29810	Drinks
383950	58148	Watering Hole
3666353	29810	Tacos
191164	127251	LOL
303460	73966	FTW
6656830	236591	Watering Hole
1084062	130056	Tourist Trap
280198	2471023	LOL
472473	42051	Beer
1060404	42051	FTW
1368716	267801	Burgers
7101960	363473	My Happy Place
1444087	42051	Breakfast
549403	42051	Tacos
461504	2153064	Celebrity Sighting
650748	42051	People Watching
650748	363473	Picturesque
7023953	2115472	Wine
6604989	2079235	Watering Hole
6604989	2079235	Tourist Trap
6604989	2079235	Take My Breath Away
6604989	2079235	Scenic at Night
6604989	2079235	Engaged
6604989	2079235	People Watching
6604989	2079235	Wedding Day
6604989	2079235	Guilty Pleasure
6604989	2079235	Kid Friendly
6604989	2079235	Date Night
6604989	2079235	Celebrity Sighting
6604989	2079235	Pizza
6604989	2079235	Best Kept Secret
6604989	2079235	Best Cup
6604989	2079235	Alma Mater
1053437	354380	Engaged
1053437	2097098	Scenic at Night
6353937	42051	My Happy Place
506344	16958	Picturesque
1004702	42051	Best Cup
358034	1711969	Best Cup
403568	2085508	Pizza
305219	42051	Drinks
305219	2015791	Tacos
305219	101582	Tacos
161594	42051	Beer
200301	42051	Beer
234307	2640419	GTD
1233365	303900	Scenic at Night
1129432	128971	Tacos
6589360	675078	Steak
390528	49010	Pizza
171930	42051	Drinks
100635	42051	Best Cup
502305	42051	Tacos
759829	42051	Tacos
37403	2244575	Best Cup
2556777	2202395	Tacos
63041	29149	Third Place
4752246	42051	Vegetarian
64695	2446361	Best Kept Secret
434194	42051	Steak
298573	42051	Drinks
981185	346130	Pizza
255843	42051	Watering Hole
848575	1711969	Best Kept Secret
101330	42051	My Happy Place
358270	42051	Burgers
298380	42051	My Happy Place
2049950	42051	Best Cup
874780	42051	Open Late
584652	42051	Watering Hole
154386	42051	BBQ
7046840	168598	Best Kept Secret
1313049	2293859	My Happy Place
899638	2177794	Date Night
657580	42051	OMG
1504006	26888	Pizza
49084	42051	Sandwiches
7100284	327489	Best Kept Secret
433557	184919	Tacos
12523	42051	Picturesque
993348	42051	Beer
6591021	35129	My Happy Place
748750	284264	Pizza
84857	2107060	My Happy Place
191930	42051	Beer
23139	42051	Take My Breath Away
23139	1433982	Celebrity Sighting
23139	1283811	Date Night
7149510	42051	Steak
6768682	239422	Celebrity Sighting
6962581	168935	Celebrity Sighting
11831	16958	Double Rainbow
664079	42051	Steak
712017	946051	Watering Hole
1333790	42051	Beer
120313	42051	Beer
446631	2274983	My Happy Place
310414	42051	Beer
416854	3170	Best Kept Secret
416854	2247269	Best Kept Secret
416854	3170	Guilty Pleasure
417419	42051	Beer
220064	42051	Breakfast
629195	42051	Burgers
299092	42051	Steak
169132	42051	Best Kept Secret
496746	42051	Beer
62192	42051	Vegetarian
202000	42051	Pizza
308023	42051	Beer
226623	42051	Date Night
226623	2150778	Celebrity Sighting
314970	3170	Best Cup
460701	2126473	Engaged
2048234	42051	Steak
27357	355361	Pizza
27357	52169	Pizza
27357	3170	Pizza
746547	42051	My Personal Hell
1110705	42051	Beer
1440741	105030	Best Kept Secret
2959367	42051	My Happy Place
1430090	42051	Drinks
549014	42051	Take My Breath Away
529573	2126473	Alma Mater
7043850	2399112	Burgers
767281	35021	Sandwiches
76944	169530	Guilty Pleasure
786444	42051	Steak
404549	21873	Guilty Pleasure
12506	42051	Burgers
1460522	42051	BBQ
1460517	42051	Vegetarian
543747	42051	Best Kept Secret
290025	8031	Burgers
502643	2132980	Engaged
7385767	94397	My Happy Place
5841603	42051	Best Kept Secret
6492110	42051	Guilty Pleasure
255343	42051	Drinks
255343	42549	Pizza
1435748	42051	Pizza
99470	42051	Sandwiches
243388	42051	My Happy Place
281096	42051	People Watching
1110164	1047645	FTW
22181	2165864	My Happy Place
34363	118053	Alma Mater
59697	110498	Vegetarian
60872	37712	Drinks
60872	1253468	Celebrity Sighting
3293093	42051	Beer
1505916	218621	Picturesque
6972346	198233	Best Kept Secret
1142903	2195501	Best Kept Secret
132850	309480	FTW
132850	42051	Pizza
132850	1047645	Live Music
652335	390135	Pizza
607598	42051	Best Kept Secret
7055701	236963	Best Kept Secret
866639	68702	Pizza
107037	8031	Sandwiches
7162079	900	GTD
622136	42051	Best Kept Secret
12505	386126	WTF
12505	2499561	Celebrity Sighting
12505	42051	OMG
12505	132389	Celebrity Sighting
12505	2501287	My Personal Hell
12505	2520352	People Watching
12505	14988	Celebrity Sighting
12505	2115472	Celebrity Sighting
12505	2115472	People Watching
12505	2114815	Celebrity Sighting
526801	20859	Watering Hole
5056259	42051	BBQ
157879	26520	Celebrity Sighting
101538	42051	Burgers
2069791	2251761	Burgers
2069791	168598	Burgers
7094243	2314019	Wine
103328	168598	Watering Hole
6904933	42051	Watering Hole
1456004	2286179	Best Cup
6353200	2090249	Best Cup
4219057	42051	Free Wifi
524295	42051	Sandwiches
6731703	2271110	BBQ
944888	42051	Sandwiches
1388510	2222727	Tacos
13137	42051	Take My Breath Away
151272	84588	Pizza
1306514	42051	My Happy Place
180238	2253183	Sketchy
7202210	21873	Best Cup
391078	42051	Scenic at Night
1000715	42051	Sandwiches
6427477	42051	Vegetarian
5498644	42051	Wine
337394	42051	My Happy Place
1242241	42051	Date Night
1053642	16958	Best Kept Secret
957239	129474	Celebrity Sighting
562266	42051	People Watching
166128	237289	Tacos
246734	42051	Breakfast
318611	1580351	Best Cup
521306	236591	Sandwiches
766915	87679	Celebrity Sighting
599760	309480	My Happy Place
12536	2204710	Celebrity Sighting
12536	397240	My Happy Place
12536	87994	Celebrity Sighting
504160	42051	Best Cup
504160	1828062	Best Cup
23722	42051	Steak
180183	42051	My Happy Place
212353	42051	Best Kept Secret
3725555	8031	Sandwiches
12929	2114812	Best Kept Secret
12929	874272	Live Music
6711583	29810	Guilty Pleasure
7540996	2681172	Scenic at Night
2888664	26589	Double Rainbow
4017165	16003	People Watching
209779	42051	GTD
111801	42051	Open Late
64369	236591	Historical Record
12989	42051	Celebrity Sighting
12871	42051	Burgers
1375563	2222727	Scenic at Night
202632	42051	Drinks
7215007	2696	Best Kept Secret
552060	162484	Breakfast
552060	42051	Breakfast
314803	42051	Best Cup
314803	110	Best Cup
7310936	4723	Burgers
1113615	29810	Vegetarian
309948	2678913	WTF
6133544	73966	Best Kept Secret
7099117	73966	Beer
352270	42051	Take My Breath Away
4373294	382549	Pizza
159473	2102068	Alma Mater
159473	1023203	Alma Mater
159473	1268444	Alma Mater
11711	2263613	WTF
11711	262225	Burgers
11711	48994	FTW
2379393	1780917	Celebrity Sighting
2247921	152483	My Happy Place
6376505	42051	Burgers
1017612	2089779	Alma Mater
593468	2195501	Kid Friendly
1250733	73966	My Happy Place
3114670	2430917	WTF
1025968	67925	My Happy Place
754360	2107060	Guilty Pleasure
595279	42051	Take My Breath Away
1063583	133209	Breakfast
80680	756020	Watering Hole
358156	2115009	Wedding Day
358690	95475	Scenic at Night
6566730	2115009	Sandwiches
2578095	2261522	Drinks
566015	17907	Pizza
686716	2110323	Date Night
579333	807113	Guilty Pleasure
579333	19024	Guilty Pleasure
384049	19024	Pizza
67011	2157787	My Happy Place
501807	106363	Pizza
7517075	2223636	Best Cup
6123989	200463	FTW
5542369	2063642	Pizza
6772771	29810	People Watching
1133939	132513	Celebrity Sighting
1462518	2148144	Pizza
409979	226190	Guilty Pleasure
990606	37594	My Happy Place
242258	309480	Free Wifi
5975765	2146899	My Happy Place
295216	2015322	Wedding Day
1441315	2146899	Best Kept Secret
11720	2718903	Alma Mater
11720	2635991	Pizza
11720	2535561	CNN iReport
11720	66117	My Personal Hell
11720	2252868	GTD
11720	2286085	Steak
11720	17101	My Happy Place
11720	17101	Guilty Pleasure
7282923	2563887	OMG
793127	2537222	OMG
3425620	67258	Pizza
166956	42051	Historical Record
532550	42051	Pizza
6557264	2222727	Alma Mater
53696	299036	Sandwiches
7353190	42051	Steak
7353190	299036	Steak
1035856	42051	Date Night
941938	82831	Pizza
1534529	42051	My Happy Place
7615295	299036	Drinks
6449351	299036	CNN iReport
6942308	2376753	My Happy Place
1241344	73966	Best Kept Secret
393166	191164	My Happy Place
393166	2105916	My Happy Place
998186	2236858	My Happy Place
1241383	42051	My Happy Place
666978	237806	Steak
6395755	42051	My Happy Place
468758	42051	Wine
1286370	149486	Best Kept Secret
16481	191164	Picturesque
16481	1669567	Scenic at Night
1247444	42051	Vegetarian
1469862	42051	Drinks
6899463	2174761	Kid Friendly
125674	42051	Burgers
6904622	42051	Best Cup
80001	107338	Take My Breath Away
1074065	42051	Best Kept Secret
11728	2098495	Picturesque
11728	2115240	Kid Friendly
6763569	1473149	Kid Friendly
1568235	1473149	Tourist Trap
1102886	37601	Take My Breath Away
460931	85	Alma Mater
460931	2056903	Alma Mater
133606	42051	Pizza
6409121	42051	BBQ
6409121	191164	BBQ
6409121	2244575	BBQ
6409121	191164	Guilty Pleasure
103722	10730	Watering Hole
340017	2475231	My Personal Hell
566521	42051	Watering Hole
158494	42051	Steak
6755741	2257797	Scenic at Night
459012	42051	My Happy Place
969251	42051	My Happy Place
135173	212012	Pizza
627960	51400	Pizza
666209	42051	Best Cup
182448	42051	Guilty Pleasure
495817	2127893	Tacos
447671	1111	GTD
9818	42051	Picturesque
9818	96109	Wedding Day
9818	66595	Wedding Day
284942	42051	Breakfast
411619	874272	Alma Mater
351731	42051	OMG
486302	42051	Drinks
422467	386126	FTW
6532992	346064	Pizza
3370684	42051	Beer
37749	2275653	Alma Mater
37749	2235017	Alma Mater
37749	646464	Alma Mater
37749	2113811	Alma Mater
37749	1580351	Alma Mater
37749	89830	Alma Mater
37749	96539	Alma Mater
37749	111846	Alma Mater
37749	1834202	Alma Mater
37749	1809079	Alma Mater
37749	195797	Alma Mater
37749	1602489	Alma Mater
37749	190981	Alma Mater
37749	26766	Alma Mater
37749	212012	Alma Mater
37749	912299	Alma Mater
37749	155236	Alma Mater
441666	42051	Vegetarian
7314263	299036	CNN iReport
1444360	2301162	Sandwiches
162304	228558	Breakfast
162304	2301162	Take My Breath Away
6414288	228558	OMG
3602320	1107654	Live Music
1469056	228558	Best Cup
92390	17456	Picturesque
418886	2140906	Alma Mater
108683	2469163	Vegetarian
7289143	2096180	OMG
6276696	2171369	Best Cup
918638	2308038	Live Music
1360974	78885	Steak
650634	2137444	Guilty Pleasure
948685	2113877	Alma Mater
260216	1220795	Burgers
260216	110698	Burgers
144788	1608145	Breakfast
513678	74289	Take My Breath Away
655048	2114883	Best Cup
442320	159247	Kid Friendly
82244	2063642	Engaged
6535465	2114883	Pizza
353090	1608145	My Happy Place
689962	2075137	Watering Hole
794504	1933003	Alma Mater
773453	1646560	Alma Mater
1403748	1244686	Tacos
624573	2301162	My Happy Place
6645763	137945	My Happy Place
896412	2127445	Alma Mater
896412	28312	Alma Mater
896412	57815	Alma Mater
1175466	73966	FTW
6129758	2352706	GTD
6472893	1344459	Pizza
307843	488158	Best Kept Secret
